VISA_CLASS,BUSINESS_NAME,EMPLOYER _CITY,EMPLOYER _STATE,EMPLOYER _COUNTRY,EMPLOYER _PHONE,NAICS_CODE,JOB_TITLE,SUGGESTED _SOC_CODE,SUGGESTED_SOC_TITLE,SUPERVISOR_JOB_TITLE,SUPERVISE_OTHER_EMP,TRAVEL_REQUIRED,PRIMARY_EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUMBER_OF_MONTHS_TRAINING, ,EMP_EXPERIENCE_MONTHS,OCCUPATION_REQUIRED,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_COUNTY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,WORKSITE_COUNTS,PWD_SOC_CODE,PWD_SOC_TITLE,PWD_WAGE_RATE,PWD_UNIT_OF_PAY,PWD_WAGE_LEVEL,PWD_WAGE_SOURCE,PWD_WAGE_EXPIRATION_DATE,SURVEY_PUBLICATION_DATE
H-1B,UNIVERSITY OF ILLINOIS,URBANA,ILLINOIS,UNITED STATES OF AMERICA,217-333-1920,611310,"Assistant Director, Career and Prof. Dev. for Intl. Students",21-1012,"Educational, Guidance, School, and Vocational Counselors",Associate Director,N,N,Master's,,"Counseling, Edu Leadership, or related",N,,N,,Y,24,"Career counselor, career consultant",Champaign,CHAMPAIGN,ILLINOIS,61820,N,1,21-1012,"Educational, Guidance, School, and Vocational Counselors",32386,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE UNIVERSITY OF KANSAS MEDICAL CENTER,KANSAS CITY,KANSAS,UNITED STATES OF AMERICA,913-588-1480,611310,POSTDOCTORAL FELLOW,19-1021,Biochemists and Biophysicists,PROFESSOR AND DIRECTOR,N,N,Doctorate (PhD),,Molecular and Cell Biology,N,,N,,N,,,KANSAS CITY,WYANDOTTE,KANSAS,66160,N,1,19-1042,"Medical Scientists, Except Epidemiologists",53082,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"TIP TECHNOLOGIES, INC.",WAUKESHA,WISCONSIN,UNITED STATES OF AMERICA,262-544-1211,511210,Software Engineer,15-1133,"Software Developers, Systems Software",N/A,N,N,Bachelor's,N/A,"SW Engineering, Comp. Science, related",N,,N,,N,,,Waukesha,WAUKESHA,WISCONSIN,53188,N,1,15-1133,"Software Developers, Systems Software",64480,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,Postdoctoral Associate/Fellow,19-1042,"Medical Scientists, Except Epidemiologists",Professor,N,N,Doctorate (PhD),,Biological Science or Equivalent,N,,N,,N,,,Houston,HARRIS,TEXAS,77030,N,1,19-1042,"Medical Scientists, Except Epidemiologists",37939,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,Research Technician III,19-1021,Biochemists and Biophysicists,Assistant Professor,N,N,Bachelor's,,Biological Science or Equivalent,N,,N,,Y,12,Biological research,Houston,HARRIS,TEXAS,77030,N,1,19-1021,Biochemists and Biophysicists,32032,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,WASHINGTON STATE UNIVERSITY,PULLMAN,WASHINGTON,UNITED STATES OF AMERICA,509-335-1348,611310,Clinical Assistant Professor,25-1063,"Economics Teachers, Postsecondary",Professor and Chair,N,Y,Doctorate (PhD),n/a,"Economics, Agricultural Economics, or",N,,N,,N,,,Pullman,WHITMAN,WASHINGTON,99164,N,1,25-1063,"Economics Teachers, Postsecondary",44570,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-792-1112,611310,SENIOR RESEARCH SCIENTIST,19-1021,Biochemists and Biophysicists,Professor,N,N,Doctorate (PhD),,Natural Science or related field,N,,N,,Y,60,Experimental or scientific work,Houston,HARRIS,TEXAS,77054,Y,2,19-1021,Biochemists and Biophysicists,45781,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,614-292-6101,611310,Post Doctoral Researcher,19-1042,"Medical Scientists, Except Epidemiologists",Assistant Professor,N,N,Doctorate (PhD),,Human Nutrition & Food Mgt,N,,N,,N,,,Columbus,FRANKLIN,OHIO,43210,N,1,25-1071,"Health Specialties Teachers, Postsecondary",40660,Year,Level I,OES (ACWIA - Higher Education),8-Jul-18,
H-1B,UNIVERSITY OF WASHINGTON,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,206-543-3392,611310,Senior Fellow,19-1021,Biochemists and Biophysicists,Professor and Chair,N,N,Doctorate (PhD),N/A,"Biology, biochemistry, or chemistry",N,,N,,N,,,Seattle,KING,WASHINGTON,98195,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,INDIANA UNIVERSITY,BLOOMINGTON,INDIANA,UNITED STATES OF AMERICA,812-855-9086,611310,Programmer/Analyst,15-1034,"Software Developers, Applications, Non R&D",Associate Director of Reporting Services,N,N,Bachelor's,,Computer Sci or Related,N,,N,,Y,24,Systems Analyst/Programmer,Bloomington,MONROE,INDIANA,47405,N,1,15-1034,"Software Developers, Applications, Non R&D",68723,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,614-292-6101,611310,Research Scientist,19-1012,Food Scientists and Technologists,Professor,N,N,Doctorate (PhD),,Food Science & Nutrition,N,,N,,Y,12,"NOT ENOUGH SPACE- see page 2, E. a. 5.",Columbus,FRANKLIN,OHIO,43210,N,1,19-1012,Food Scientists and Technologists,64168,Year,Level IV,OES (ACWIA - Higher Education),29-Aug-18,
H-1B,SECURITY BENEFIT CORPORATION,TOPEKA,KANSAS,UNITED STATES OF AMERICA,785-438-3200,524210,Quantitative Developer/Analyst,13-2099,"Financial Specialists, All Other",AVP--Quantitative Technology,N,N,Bachelor's,,"Quantitative Finance, CompInfo, Master",N,,N,,N,,,TOPEKA,SHAWNEE,KANSAS,66636,N,1,15-2041,Statisticians,34778,Year,Level I,OES (All Industries),12-Sep-18,
H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,614-292-6101,611310,Post Doctoral Researcher,19-1021,Biochemists and Biophysicists,Lab Manager,N,N,Doctorate (PhD),,Biochemistry,N,,N,,N,,,Columbus,FRANKLIN,OHIO,43210,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Spectrum Health System,Grand Rapids,MICHIGAN,UNITED STATES OF AMERICA,616-391-3963,622110,Application Development Analyst,15-1132,"Software Developers, Applications","Manager, Information Services",N,N,Bachelor's,,Computer Science,N,,N,,Y,24,"Application Analyst, (con't E.b.5.)",Grand Rapids,KENT,MICHIGAN,49525,N,1,15-1034,"Software Developers, Applications, Non R&D",49483,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,WASHINGTON STATE UNIVERSITY,PULLMAN,WASHINGTON,UNITED STATES OF AMERICA,509-335-1348,611310,Assistant Professor,25-1032,"Engineering Teachers, Postsecondary",Chair,N,N,Doctorate (PhD),,civil engineering or related field,N,,N,,N,,,Pullman,WHITMAN,WASHINGTON,99164,N,1,25-1032,"Engineering Teachers, Postsecondary",55670,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,CENTERS FOR DISEASE CONTROL AND PREVENTION/DHHS,ATLANTA,GEORGIA,UNITED STATES OF AMERICA,770-488-1512,5417,ECONOMIST,19-3011,Economists,Supervisory Health Scientist,N,Y,Doctorate (PhD),N/A,Economics,N,,N,,Y,12,Economics,Atlanta,DE KALB(ATLANTA),GEORGIA,30341,N,1,19-3011,Economists,72467,Year,Level III,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,VANTAGE LABS LLC,NEW HOPE,PENNSYLVANIA,UNITED STATES OF AMERICA,267-895-4601,541511,Computer Programmer,15-1131,Computer Programmers,,N,N,Master's,,Computer Science & Engineering,N,,Y,24,N,,,New Hope,BUCKS,PENNSYLVANIA,18938-1079,N,1,15-1131,Computer Programmers,72904,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,Sea Sport Cruises,WAILUKU,HAWAII,UNITED STATES OF AMERICA,808-280-4169,487210,Guide,27-3091,Interpreters and Translators,Staff Director,Y,N,None,,"Biology, animal behaviors",N,,Y,1,N,,,Wailuku,MAUI,HAWAII,96793,N,1,27-3091,Interpreters and Translators,49878,Year,Level IV,OES (All Industries),30-Jun-18,
H-1B,9TH PARALLEL HEALTHCARE,PALM BEACH GARDENS,FLORIDA,UNITED STATES OF AMERICA,954-328-5658,621610,Home Health Aide,31-1011,Home Health Aides,,N,N,High School/GED,,,N,,N,,Y,12,Home Health Aide,Palm Beach Gardens,PALM BEACH,FLORIDA,33410,N,1,31-1011,Home Health Aides,23816,Year,Level IV,OES (All Industries),30-Jun-19,
H-1B,"Robert W. Baird & Co., Incorporated",Milwaukee,WISCONSIN,UNITED STATES OF AMERICA,800-792-2473,523110,Investment Banking Analyst,13-2051,Financial Analysts,"Co-Head, Energy - Global Investment Banking",N,N,Bachelor's,,Please see E.b.5,N,,N,,N,,,St. Louis,ST LOUIS,MISSOURI,63105,N,1,13-2051,Financial Analysts,72821,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,USA Yick Shun Hi-Tech Investment Inc.,Newport News,VIRGINIA,UNITED STATES OF AMERICA,650-451-8082,523910,Financial Analyst,13-2051,Financial Analysts,,N,N,Master's,,Business Administration,N,,N,,N,,,Newport News,NEWPORT NEWS CITY,VIRGINIA,23602,N,1,11-3031,Financial Managers,123074,Year,Level III,OES (All Industries),30-Jun-18,
H-1B,RSM US LLP,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,312-634-3457,54121,Lead Tax Associate,13-2011,Accountants and Auditors,Tax Manager,N,N,Bachelor's,,Accounting or Finance,N,,N,,N,,,Edison,MIDDLESEX,NEW JERSEY,8837,N,1,13-2011,Accountants and Auditors,56451,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,USA Yick Shun Hi-Tech Investment Inc.,Newport News,VIRGINIA,UNITED STATES OF AMERICA,650-451-8082,523910,Financial Analyst,13-2051,Financial Analysts,,N,N,Master's,,Business Administration,N,,N,,N,,,Newport News,NEWPORT NEWS CITY,VIRGINIA,23602,N,1,13-2051,Financial Analysts,75899,Year,Level III,OES (All Industries),30-Jun-18,
H-1B,"Robert W. Baird & Co., Incorporated",Milwaukee,WISCONSIN,UNITED STATES OF AMERICA,800-792-2473,523110,Financial Risk Analyst,13-2051,Financial Analysts,Financial Risk Manager,N,N,Bachelor's,,Please see E.b.5,N,,N,,Y,24,Financial analysis,Milwaukee,MILWAUKEE,WISCONSIN,53202,N,1,13-2051,Financial Analysts,51688,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"Robert W. Baird & Co., Incorporated",Milwaukee,WISCONSIN,UNITED STATES OF AMERICA,800-792-2473,523110,Investment Banking Analyst,13-2051,Financial Analysts,"Co-Head, Global Investment Banking",N,N,Bachelor's,,Please see E.b.5,N,,N,,N,,,Chicago,COOK,ILLINOIS,60606,N,1,13-2051,Financial Analysts,73237,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF WASHINGTON,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,206-543-3392,611310,Research Assistant Professor,25-1071,"Health Specialties Teachers, Postsecondary",Clinical Professor and Chief of Division of Pain Medicine,N,N,Doctorate (PhD),,"Psychology, Epidemiology, or related",N,,N,,N,,,Seattle,KING,WASHINGTON,98195,Y,2,19-1041,Epidemiologists,61589,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WEST VIRGINIA,UNITED STATES OF AMERICA,304-293-3519,611310,Assistant Professor,25-1032,"Engineering Teachers, Postsecondary",Chair,N,N,Doctorate (PhD),,see E.5.,N,,N,,N,,,Morgantown,MONONGALIA,WEST VIRGINIA,26506,Y,2,25-1032,"Engineering Teachers, Postsecondary",75273,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WEST VIRGINIA,UNITED STATES OF AMERICA,304-293-3519,611310,Assistant Professor,25-1071,"Health Specialties Teachers, Postsecondary",Professor & Chair,N,N,"Other Degree (JD, MD, etc.)",MD,Medicine,N,,N,,N,,,Martinsburg,BERKELEY,WEST VIRGINIA,25401,Y,2,29-1065,"Pediatricians, General",79927,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS,INDIANAPOLIS,INDIANA,UNITED STATES OF AMERICA,317-274-7000,611310,Assistant Scientist,19-1021,Biochemists and Biophysicists,Professor,N,N,Doctorate (PhD),,Sciences,N,,N,,N,,,Indianapolis,MARION,INDIANA,46202,Y,2,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WEST VIRGINIA,UNITED STATES OF AMERICA,304-293-3519,611310,OBIEE Developer Lead,15-1199,"Computer Occupations, All Other",OBIEE Developer Lead,N,N,Bachelor's,,"Business, IT (E.b.5)",N,,N,,Y,48,see E.5.,Morgantown,MONONGALIA,WEST VIRGINIA,26506,N,1,15-1052,"Computer Systems Analysts, Non R&D",77376,Year,Level III,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WEST VIRGINIA,UNITED STATES OF AMERICA,304-293-3519,611310,Assistant Professor,25-1011,"Business Teachers, Postsecondary",Chair,N,N,Doctorate (PhD),,Finance,N,,N,,N,,,Morgantown,MONONGALIA,WEST VIRGINIA,26506,N,1,25-1011,"Business Teachers, Postsecondary",55370,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,Research Assistant I,19-4021,Biological Technicians,Professor,N,N,Master's,,Basic Science or Equivalent,N,,N,,N,,,Houston,HARRIS,TEXAS,77030,N,1,19-4021,Biological Technicians,32302,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF WASHINGTON,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,206-543-3392,611310,Acting Instructor/Senior Fellow,29-1069,"Physicians and Surgeons, All Other",Professor,N,N,"Other Degree (JD, MD, etc.)",MD,medicine,N,,Y,48,N,,,Seattle,KING,WASHINGTON,98195,Y,2,29-1069,"Physicians and Surgeons, All Other",42328,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WEST VIRGINIA,UNITED STATES OF AMERICA,304-293-3519,611310,Assistant Professor,25-1071,"Health Specialties Teachers, Postsecondary",Chief,N,Y,"Other Degree (JD, MD, etc.)",MD,Medicine,N,,Y,36,N,,,Morgantown,MONONGALIA,WEST VIRGINIA,26506,Y,4,29-1065,"Pediatricians, General",47493,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Openwave Computing LLC,New York,NEW YORK,UNITED STATES OF AMERICA,212-967-4708,54151,Developer/Architect,15-1132,"Software Developers, Applications",Manager,N,N,Bachelor's,,"Computer Science, Comp Eng or related",N,,N,,Y,36,Developer/Architect or related,New York,NEW YORK,NEW YORK,10038,Y,2,15-1132,"Software Developers, Applications",92768,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,"DALLAS HEALTHCARE PHARMACY, LLC",DALLAS,TEXAS,UNITED STATES OF AMERICA,214-388-5334,446110,Pharmacist,29-1051,Pharmacists,Manager,N,N,Bachelor's,,Pharmacy,N,,N,,N,,,Dallas,DALLAS,TEXAS,75227,N,1,29-1051,Pharmacists,109637,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,B&M Farms Inc.,Lumberton,MISSISSIPPI,UNITED STATES OF AMERICA,601-794-8282,111334,Accountant,13-2011,Accountants and Auditors,,N,N,Bachelor's,,Accounting,N,,N,,Y,24,Accounting,Lumberton,LAMAR,MISSISSIPPI,39455,N,1,13-2011,Accountants and Auditors,33238,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"CHU & ASSOCIATES, P.A.",ROCKVILLE,MARYLAND,UNITED STATES OF AMERICA,301-838-8988,541110,ASSOCIATE ATTORNEY,23-1011,Lawyers,ATTORNEY,N,N,"Other Degree (JD, MD, etc.)",Juris Doctorate,LAW,N,,N,,N,,,ROCKVILLE,MONTGOMERY,MARYLAND,20850,N,1,23-1011,Lawyers,114275,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,DOCTORS CHIROPRACTIC AND REHAB,RICHMOND,VIRGINIA,UNITED STATES OF AMERICA,804-673-9355,621310,Doctor of Chiropractor,29-1011,Chiropractors,,Y,N,"Other Degree (JD, MD, etc.)",DC,Doctor of Chiropractic,N,,N,,N,,,Richmond,RICHMOND CITY,VIRGINIA,23221,N,1,,,,,,,,
H-1B,"CONTROLPOINT SURVEYING, INC.",HONOLULU,HAWAII,UNITED STATES OF AMERICA,808-591-2022,541370,CAD Modeler from 3D PointCloud,17-2051,Civil Engineers,3D Point Cloud Team Assistant Manager,N,N,Bachelor's,,Civil or Mechanical Engineering,N,,N,,Y,12,CAD Modeler,Honolulu,HONOLULU,HAWAII,96814,N,1,17-1022,Surveyors,41850,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"CHU & ASSOCIATES, P.A.",ROCKVILLE,MARYLAND,UNITED STATES OF AMERICA,301-838-8988,541110,LAW CLERK,23-1012,Judicial Law Clerks,ATTORNEY,N,N,"Other Degree (JD, MD, etc.)",Juris Doctorate,LAW,N,,N,,N,,,ROCKVILLE,MONTGOMERY,MARYLAND,20850,N,1,23-2011,Paralegals and Legal Assistants,51584,Year,Level III,OES (All Industries),30-Jun-18,
H-1B,"CONTROLPOINT SURVEYING, INC.",HONOLULU,HAWAII,UNITED STATES OF AMERICA,808-591-2022,541370,"3D PointCloud Team Assistant Manager, China Team Lead",17-2051,Civil Engineers,Assistant Vice-President,Y,N,Bachelor's,,Civil or Mechanical Engineering,N,,N,,Y,12,CAD Modeler or related,Honolulu,HONOLULU,HAWAII,96814,N,1,17-2051,Civil Engineers,72238,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,HANNIBAL DEVELOPMENT PARTNERS LLC,ST. LOUIS,MISSOURI,UNITED STATES OF AMERICA,715-251-3151,53131,FINANCIAL ANALYST,13-2051,Financial Analysts,N/A,N,N,Master's,,Finance,N,,N,,Y,36,Financial Analyst or related field.,ST. LOUIS,ST LOUIS,MISSOURI,63132,N,1,13-2051,Financial Analysts,94619,Year,Level III,OES (All Industries),30-Jun-18,
H-1B,"G2 INTEGRATED SOLUTIONS, LLC",HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-260-4000,541330,SENIOR PYTHON DEVELOPER,15-1132,"Software Developers, Applications",N/A,N,N,Bachelor's,,"Geospatial Information Systems, MIS",N,,N,,Y,60,"GIS, MIS or closely related field.",Houston,HARRIS,TEXAS,77042,N,1,15-1132,"Software Developers, Applications",124842,Year,Level IV,OES (All Industries),30-Jun-18,
H-1B,MICHIGAN STATE UNIVERSITY,EAST LANSING,MICHIGAN,UNITED STATES OF AMERICA,517-353-1720,611310,RESEARCH ASSOCIATE,19-2012,Physicists,ASSISTANT PROFESSOR,N,N,Doctorate (PhD),,PHYSICS OR RELATED,N,,N,,N,,,EAST LANSING,INGHAM,MICHIGAN,48824,N,1,19-2012,Physicists,45344,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"FTD Companies, Inc.",Downers Grove,ILLINOIS,UNITED STATES OF AMERICA,630-724-6840,454111,Software Engineer,15-1133,"Software Developers, Systems Software",VP of Engineering,N,N,Bachelor's,,Computer Science,N,,N,,N,,,Downers Grove,DU PAGE,ILLINOIS,60515,N,1,15-1133,"Software Developers, Systems Software",72426,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,MICHIGAN STATE UNIVERSITY,EAST LANSING,MICHIGAN,UNITED STATES OF AMERICA,517-353-1720,611310,Specialist-Outreach,27-3031,Public Relations Specialists,Assistant Dean-Managers,N,Y,Master's,,"Int Rel/Dev,Business,Pub Rel,Mrkt or r",N,,N,,Y,24,"Public Rel,Business,Mrkt, Enterpr or rel",East Lansing,INGHAM,MICHIGAN,48824,N,1,27-3031,Public Relations Specialists,68328,Year,Level III,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"TRANS-MARKET, LLC",TAMPA,FLORIDA,UNITED STATES OF AMERICA,813-988-6146,541330,PROCESS ENGINEER,17-2021,Agricultural Engineers,ENGINEERING MANAGER,N,Y,Bachelor's,,Agricultural Engineering or related,N,,N,,Y,3,Agricultural Eng. or related industry,Tampa,HILLSBOROUGH,FLORIDA,33637,Y,2,17-2141,Mechanical Engineers,50981,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF MIAMI,MIAMI,FLORIDA,UNITED STATES OF AMERICA,305-243-8160,611310,ASSISTANT SCIENTIST,19-2012,Physicists,PRINCIPAL INVESTIGATOR,N,Y,Doctorate (PhD),,"Physics, Applied Marine Physics, rltd",N,,N,,Y,12,"Post Doc Asso, Asst. Scientist, etc.",MIAMI,MIAMI-DADE,FLORIDA,33149,N,1,25-1054,"Physics Teachers, Postsecondary",64730,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Elk Grove Youth Soccer League,Elk Grove,CALIFORNIA,UNITED STATES OF AMERICA,916-682-6500,813990,Soccer Coach,27-2022,Coaches and Scouts,N/A,N,N,Bachelor's,,Sports Education or related fields,N,,N,,N,,,Elk Grove,SACRAMENTO,CALIFORNIA,95624,N,1,27-2022,Coaches and Scouts,22270,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,MICHIGAN STATE UNIVERSITY,EAST LANSING,MICHIGAN,UNITED STATES OF AMERICA,517-353-1720,611310,RESEARCH ASSOCIATE,17-2144,"Mechanical Engineers, R&D",PROFESSOR,N,N,Doctorate (PhD),,Mechanical Engineering or related,N,,N,,N,,,East Lansing,INGHAM,MICHIGAN,48824,Y,2,17-2144,"Mechanical Engineers, R&D",40477,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,FLORIDA ATLANTIC UNIVERSITY,BOCA RATON,FLORIDA,UNITED STATES OF AMERICA,561-297-4574,611310,Research Assistant Professor of Biomedical Science,19-1042,"Medical Scientists, Except Epidemiologists",DEPARTMENT CHAIR,N,N,Doctorate (PhD),,"Pharmacology, Neuroscience, rltd",N,,N,,Y,60,"Post Doc Asso,, Scientist, rltd jobs",BOCA RATON,PALM BEACH,FLORIDA,33431,N,1,19-1042,"Medical Scientists, Except Epidemiologists",48859,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF MIAMI,MIAMI,FLORIDA,UNITED STATES OF AMERICA,305-243-8160,611310,"ASSOCIATE DEAN, EXECUTIVE EDUCATION",11-9033,"Education Administrators, Postsecondary",DEAN AND VICE PROVOST,Y,Y,Bachelor's,,"Business, Int'l Bus, Exec. Bus., rlted",N,,N,,Y,120,"Bus. Developer, Asst. Dean, etc.",CORAL GABLES,MIAMI-DADE,FLORIDA,33146,N,1,11-9033,"Education Administrators, Postsecondary",163134,Year,Level IV,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF MIAMI,MIAMI,FLORIDA,UNITED STATES OF AMERICA,305-243-8160,611310,SR RESEARCH ASSOCIATE 1,19-1021,Biochemists and Biophysicists,PRINCIPAL INVESTIGATOR,N,N,Master's,,"Biochem., Biol. Sci.,related Science",N,,N,,N,,,Miami,MIAMI-DADE,FLORIDA,33136,N,1,19-4021,Biological Technicians,36629,Year,Level III,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Sidy Sant Holding LLC,Jacksonville,FLORIDA,UNITED STATES OF AMERICA,904-257-3533,541511,Computer Programmer Software Developer,15-1132,"Software Developers, Applications",NA,N,N,Bachelor's,,Computer Science,N,,N,,Y,48,Computer software programming,Jacksonville,DUVAL,FLORIDA,32227,N,1,15-1132,"Software Developers, Applications",90875,Year,Level III,OES (All Industries),30-Jun-19,
H-1B,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-253-2851,6113,Research Scientist,17-2031,Biomedical Engineers,Assistant Professor,N,N,Doctorate (PhD),,Biomedical Eng. or closely related,N,,N,,Y,24,experience in cleanroom process,Cambridge,MIDDLESEX (CAMBRIDGE),MASSACHUSETTS,2139,N,1,17-2031,Biomedical Engineers,65874,Year,Level III,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"CADRE5, LLC",KNOXVILLE,TENNESSEE,UNITED STATES OF AMERICA,865-694-5600,541511,User Experience / Interface Designer,17-2112,Industrial Engineers,"Sr. Partner, Project Manager",N,N,Bachelor's,,Interactive Design (see E.b.5.),N,,N,,Y,1,methodology of inter. design (see E.b.5),Knoxville,KNOX,TENNESSEE,37932,N,1,27-1014,Multimedia Artists and Animators,35152,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-792-1112,611310,Healthcare Systems Engineer,17-2112,Industrial Engineers,"Manager, Healthcare Systems Engineering",N,N,Bachelor's,N/A,Industr.Engineering or related field,N,,N,,Y,12,Quality engineering or related exp.,Houston,HARRIS,TEXAS,77030,Y,5,17-2112,Industrial Engineers,28226,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"AI SOFTWARE, LLC",RICHMOND HEIGHTS,MISSOURI,UNITED STATES OF AMERICA,314-502-9412,518210,Programer,15-1131,Computer Programmers,Vice President of Engineering,N,N,None,,,N,,N,,N,,,Richmond Heights,ST LOUIS,MISSOURI,63117,N,1,15-1132,"Software Developers, Applications",67725,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"NetBrain Technologies, Inc.",Burlington,MASSACHUSETTS,UNITED STATES OF AMERICA,781-221-7199,541512,Network Support Engineer,15-1142,Network and Computer Systems Administrators,"Director, Service and Support",N,N,Bachelor's,,"CS, CE or Information Science",N,,N,,Y,12,"Ntwk.Admin.,Ntwrk.Sys.Eng.,or Netwk Eng.",Burlington,MIDDLESEX (BURLINGTON),MASSACHUSETTS,1803,N,1,15-1142,Network and Computer Systems Administrators,79040,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,"BIG BELL, INC.",SAIPAN,NORTHERN MARIANA ISLANDS,UNITED STATES OF AMERICA,670-288-6108,2373,Construction Manager,11-9021,Construction Managers,PRESIDENT,Y,N,Bachelor's,,"Civil Engineering, Construction Engin.",N,,N,,N,,,SAIPAN,OTHER,NORTHERN MARIANA ISLANDS,96950,N,1,11-9021,Construction Managers,51813,Year,Level I,OES (All Industries),30-Jun-18,
